"Country","Year",">Scope<","consumer price ($)",">Value Footnotes<"
"Malaysia: Sabah","1985","Not applicable","101.80921053","100"
"Malaysia: Sabah","1984","Not applicable","100.90460526","100"
"Malaysia: Sabah","1983","Not applicable","99.671052632","100"
"Malaysia: Sabah","1982","Not applicable","95.065789474","100"
"Malaysia: Sabah","1981","Not applicable","89.802631579","100"
"Malaysia: Sabah","1980","Not applicable","82.236842105","4,100"
"Malaysia: Sabah","1979","Not applicable","76.981469947","100"
"Malaysia: Sabah","1978","Not applicable","74.451105575","100"
"Malaysia: Sabah","1977","Not applicable","72.796636562","100"
"Malaysia: Sabah","1976","Not applicable","70.314933043","100"
"Malaysia: Sabah","1975","Not applicable","68.855107443","100"
"Malaysia: Sabah","1974","Not applicable","64.572952351","100"
"Malaysia: Sabah","1973","Not applicable","56.446589847","100"
"Malaysia: Sabah","1972","Not applicable","52.943008409","100"
"Malaysia: Sabah","1971","Not applicable","51.677826222","100"
"Malaysia: Sabah","1970","Not applicable","50.558626596","100"
"Malaysia: Sabah","1969","Not applicable","50.218000623","100"
"Maldives","2008","Male","131.64727812",""
"Maldives","2007","Male","117.50597609",""
"Maldives","2006","Male","110.02313465","4"
"Maldives","2005","Male","108.4736888",""
"Maldives","2004","Male","105.01788987",""
"Maldives","2003","Male","98.690985252",""
"Maldives","2002","Male","101.60572476",""
"Maldives","2001","Male","100.6719609",""
"Maldives","2000","Male","100",""
"Maldives","1999","Male","101.1955668",""
"Maldives","1998","Male","98.289554062",""
"Maldives","1997","Male","99.68583646",""
"Maldives","1996","Male","92.66951741",""
"Maldives","1995","Male","87.224016057",""
"Maldives","1994","Male","82.686098263",""
"Maldives","1993","Male","79.980801117",""
"Maldives","1992","Male","66.576490095",""
"Maldives","1991","Male","56.977048608",""
"Maldives","1990","Male","49.664019548",""
"Maldives","1989","Male","47.91866655",""
"Maldives","1988","Male","44.7159438",""
"Maldives","1987","Male","42.001919888",""
"Mali","2008","Bamako","126.33136095",""
"Mali","2007","Bamako","115.69033531",""
"Mali","2006","Bamako","114.1025641",""
"Mali","2005","Bamako","112.34714004",""
"Mali","2004","Bamako","105.62130178",""
"Mali","2003","Bamako","109.0729783",""
"Mali","2002","Bamako","110.43392505",""
"Mali","2001","Bamako","105.12820513",""
"Mali","2000","Bamako","100",""
"Mali","1999","Bamako","100.69033531",""
"Mali","1998","Bamako","101.87376726","4"
"Mali","1997","Bamako","97.987963643",""
"Mali","1996","Bamako","98.619329389",""
"Mali","1995","Bamako","92.684491384",""
"Mali","1994","Bamako","82.456366313",""
"Mali","1993","Bamako","66.103993515",""
"Mali","1992","Bamako","65.220081471",""
"Mali","1991","Bamako","70.712963454",""
"Mali","1990","Bamako","69.639641687",""
"Malta","2008","Not applicable","121.44305001",""
"Malta","2007","Not applicable","116.47955199",""
"Malta","2006","Not applicable","115.01044052",""
"Malta","2005","Not applicable","111.96728105",""
"Malta","2004","Not applicable","108.71424852",""
"Malta","2003","Not applicable","105.77602559","4"
"Malta","2002","Not applicable","105.14640639",""
"Malta","2001","Not applicable","102.92812777",""
"Malta","2000","Not applicable","100",""
"Malta","1999","Not applicable","97.604259095",""
"Malta","1998","Not applicable","95.563442768",""
"Malta","1997","Not applicable","93.345164153",""
"Malta","1996","Not applicable","90.594498669",""
"Malta","1995","Not applicable","88.731144632","4"
"Malta","1994","Not applicable","85.316919452",""
"Malta","1993","Not applicable","81.987856352",""
"Malta","1992","Not applicable","78.658793252",""
"Malta","1991","Not applicable","77.420072098","4"
"Malta","1990","Not applicable","75.509339057",""
"Malta","1989","Not applicable","73.315534455",""
"Malta","1988","Not applicable","72.678623441",""
"Malta","1987","Not applicable","72.041712428",""
"Malta","1986","Not applicable","71.687872976",""
"Malta","1985","Not applicable","70.272515168",""
"Malta","1984","Not applicable","70.484818839",""
"Malta","1983","Not applicable","70.767890401","4"
"Malta","1982","Not applicable","71.387201371",""
"Malta","1981","Not applicable","67.470059485",""
"Malta","1980","Not applicable","60.51055246",""
"Malta","1979","Not applicable","52.269845866",""
"Malta","1978","Not applicable","48.78622166",""
"Malta","1977","Not applicable","46.587667717",""
"Malta","1976","Not applicable","42.349258266",""
"Malta","1975","Not applicable","42.109275265",""
"Malta","1974","Not applicable","38.706935624","4"
"Malta","1973","Not applicable","36.079173531",""
"Malta","1972","Not applicable","33.477689059",""
"Malta","1971","Not applicable","32.400306601",""
"Malta","1970","Not applicable","31.664533215",""
"Malta","1969","Not applicable","30.534595516",""
"Marshall Islands","2008","Majuro","135.15632754",""
"Marshall Islands","2007","Majuro","114.97766749",""
"Marshall Islands","2006","Majuro","111.54342432",""
"Marshall Islands","2005","Majuro","106.89826303",""
"Marshall Islands","2004","Majuro","102.3325062",""
"Marshall Islands","2003","Majuro","100.05955335",""
"Marshall Islands","2002","Majuro","103.03722084",""
"Marshall Islands","2001","Majuro","101.75682382",""
"Marshall Islands","2000","Majuro","100",""
"Marshall Islands","1999","Majuro","98.41191067",""
"Marshall Islands","1998","Majuro","96.803970223",""
"Marshall Islands","1997","Majuro","94.739454094",""
"Marshall Islands","1996","Majuro","90.362282878",""
"Marshall Islands","1995","Majuro","82.461538462","4"
"Marshall Islands","1994","Majuro","76.831942307",""
"Marshall Islands","1993","Majuro","72.68578153",""
"Marshall Islands","1992","Majuro","69.358615474",""
"Martinique","2008","Not applicable","119.92110454",""
"Martinique","2007","Not applicable","116.66666667",""
"Martinique","2006","Not applicable","113.90532544",""
"Martinique","2005","Not applicable","111.24260355",""
"Martinique","2004","Not applicable","108.57988166",""
"Martinique","2003","Not applicable","106.41025641",""
"Martinique","2002","Not applicable","104.24063116",""
"Martinique","2001","Not applicable","102.07100592",""
"Martinique","2000","Not applicable","100",""
"Martinique","1999","Not applicable","99.013806706",""
"Martinique","1998","Not applicable","98.619329389","4"
"Martinique","1997","Not applicable","97.386587771",""
"Martinique","1996","Not applicable","96.318211703",""
"Martinique","1995","Not applicable","95.003287311",""
"Martinique","1994","Not applicable","93.113083498",""
"Martinique","1993","Not applicable","90.976331361",""
"Martinique","1992","Not applicable","87.935568705",""
"Martinique","1991","Not applicable","84.894806049",""
"Martinique","1990","Not applicable","82.18277449","4"
"Martinique","1989","Not applicable","79.11959835",""
"Martinique","1988","Not applicable","76.878249955",""
"Martinique","1987","Not applicable","75.085171239",""
"Martinique","1986","Not applicable","72.432908971",""
"Martinique","1985","Not applicable","70.079493156",""
"Martinique","1984","Not applicable","64.924391847",""
"Martinique","1983","Not applicable","60.105492798",""
"Martinique","1982","Not applicable","54.39005439",""
"Martinique","1981","Not applicable","48.37576953",""
"Martinique","1980","Not applicable","41.91321499","101"
"Martinique","1979","Not applicable","37.355806587",""
"Martinique","1978","Not applicable","33.940418556",""
"Martinique","1977","Not applicable","30.71337913",""
"Martinique","1976","Not applicable","27.913263207",""
"Martinique","1975","Not applicable","25.088034138",""
"Martinique","1974","Not applicable","21.860994712",""
"Martinique","1973","Not applicable","18.395380386",""
"Martinique","1972","Not applicable","17.076940154",""
"Martinique","1971","Not applicable","16.147753704",""
"Martinique","1970","Not applicable","15.143227813",""
"Martinique","1969","Not applicable","14.188928216",""
"Mauritania","2008","Not applicable","170.36864907","102"
"Mauritania","2007","Not applicable","158.67689642","102"
"Mauritania","2006","Not applicable","147.94312722","102"
"Mauritania","2005","Not applicable","139.25595904","102"
"Mauritania","2004","Not applicable","124.18949193","4,102"
"Mauritania","2003","Not applicable","114.42300118","102"
"Mauritania","2002","Not applicable","108.8617566","102"
"Mauritania","2001","Not applicable","104.72627019","102"
"Mauritania","2000","Not applicable","100","102"
"Mauritania","1999","Not applicable","96.84915321","102"
"Mauritania","1998","Not applicable","93.068137062","102"
"Mauritania","1997","Not applicable","86.175659709","102"
"Mauritania","1996","Not applicable","82.434029145","102"
"Mauritania","1995","Not applicable","78.692398582","102"
"Mauritania","1994","Not applicable","73.887357227","102"
"Mauritania","1993","Not applicable","70.933438362","102"
"Mauritania","1992","Not applicable","64.94682946","102"
"Mauritania","1991","Not applicable","58.960220559","102"
"Mauritania","1990","Not applicable","55.848759354","13,102"
"Mauritania","1984","Not applicable","100","102"
"Mauritania","1983","Not applicable","92.705882353","102"
"Mauritania","1982","Not applicable","88.392156863","102"
"Mauritius","2008","Not applicable","166.52218278",""
"Mauritius","2007","Not applicable","154.89925606","103"
"Mauritius","2006","Not applicable","139.48161066",""
"Mauritius","2005","Not applicable","128.05868852",""
"Mauritius","2004","Not applicable","122.06954918",""
"Mauritius","2003","Not applicable","116.51598361",""
"Mauritius","2002","Not applicable","112.1602459","4"
"Mauritius","2001","Not applicable","105.40983607",""
"Mauritius","2000","Not applicable","100",""
"Mauritius","1999","Not applicable","95.983606557",""
"Mauritius","1998","Not applicable","89.754098361",""
"Mauritius","1997","Not applicable","84.016393443","4"
"Mauritius","1996","Not applicable","78.851799549",""
"Mauritius","1995","Not applicable","73.962646874",""
"Mauritius","1994","Not applicable","69.755701548",""
"Mauritius","1993","Not applicable","65.03710071","4"
"Mauritius","1992","Not applicable","58.805792304",""
"Mauritius","1991","Not applicable","56.211419114",""
"Mauritius","1990","Not applicable","52.526657192",""
"Mauritius","1989","Not applicable","46.285121692",""
"Mauritius","1988","Not applicable","41.096375312",""
"Mauritius","1987","Not applicable","37.637211059","4"
"Mauritius","1986","Not applicable","37.426442677",""
"Mauritius","1985","Not applicable","36.764027762",""
"Mauritius","1984","Not applicable","34.47568533",""
"Mauritius","1983","Not applicable","32.097013591",""
"Mauritius","1982","Not applicable","30.380756767","4"
"Mauritius","1981","Not applicable","27.264468361",""
"Mauritius","1980","Not applicable","23.818220007",""
"Mauritius","1979","Not applicable","16.779074433",""
"Mauritius","1978","Not applicable","14.652665874",""
"Mauritius","1977","Not applicable","13.503916423",""
"Mauritius","1976","Not applicable","12.36738771","4"
"Mauritius","1975","Not applicable","10.905455935",""
"Mauritius","1974","Not applicable","9.5073205585",""
"Mauritius","1973","Not applicable","7.3635129816",""
"Mauritius","1972","Not applicable","6.4883838016",""
"Mauritius","1971","Not applicable","6.1569739346",""
"Mauritius","1970","Not applicable","6.136260818",""
"Mauritius","1969","Not applicable","6.0430517929",""
"Mexico","2008","Not applicable","144.01708142",""
"Mexico","2007","Not applicable","136.99457667",""
"Mexico","2006","Not applicable","131.76559735",""
"Mexico","2005","Not applicable","127.15080852",""
"Mexico","2004","Not applicable","122.26961038",""
"Mexico","2003","Not applicable","116.79651541",""
"Mexico","2002","Not applicable","111.7135596","4"
"Mexico","2001","Not applicable","106.36753852",""
"Mexico","2000","Not applicable","100",""
"Mexico","1999","Not applicable","91.331871661",""
"Mexico","1998","Not applicable","78.337399253",""
"Mexico","1997","Not applicable","67.574653368",""
"Mexico","1996","Not applicable","56.020134021",""
"Mexico","1995","Not applicable","41.688231479",""
"Mexico","1994","Not applicable","30.88040021","4"
"Mexico","1993","Not applicable","28.86947168",""
"Mexico","1992","Not applicable","26.304342445",""
"Mexico","1991","Not applicable","22.77276844",""
"Mexico","1990","Not applicable","18.565434582",""
"Mexico","1989","Not applicable","14.658612775",""
"Mexico","1988","Not applicable","12.214712363",""
"Mexico","1987","Not applicable","5.703535373",""
"Mexico","1986","Not applicable","2.4602514382",""
"Mexico","1985","Not applicable","1.3210473368",""
"Mexico","1984","Not applicable","0.8374533376",""
"Mexico","1983","Not applicable","0.5061385964",""
"Mexico","1982","Not applicable","0.2507157414",""
"Mexico","1981","Not applicable","0.1578121811",""
"Mexico","1980","Not applicable","0.1232933471",""
"Mexico","1979","Not applicable","0.097610674",""
"Mexico","1978","Not applicable","0.0825809425",""
"Mexico","1977","Not applicable","0.0706067058",""
"Mexico","1976","Not applicable","0.0559072981",""
"Mexico","1975","Not applicable","0.0470711372",""
"Mexico","1974","Not applicable","0.0408775665",""
"Mexico","1973","Not applicable","0.033032377",""
"Mexico","1972","Not applicable","0.0294813965","4"
"Mexico","1971","Not applicable","0.0288712036",""
"Mexico","1970","Not applicable","0.0273848153",""
"Mexico","1969","Not applicable","0.0260747781",""
"Moldova, Republic of","2008","Not applicable","232.54752884",""
"Moldova, Republic of","2007","Not applicable","206.2039625",""
"Moldova, Republic of","2006","Not applicable","183.50921851",""
"Moldova, Republic of","2005","Not applicable","162.71772474",""
"Moldova, Republic of","2004","Not applicable","145.33685873",""
"Moldova, Republic of","2003","Not applicable","129.16059473",""
"Moldova, Republic of","2002","Not applicable","115.58350335",""
"Moldova, Republic of","2001","Not applicable","109.76471994",""
"Moldova, Republic of","2000","Not applicable","100",""
"Moldova, Republic of","1999","Not applicable","76.161670381",""
"Moldova, Republic of","1998","Not applicable","54.691867207",""
"Moldova, Republic of","1997","Not applicable","50.783672768",""
"Moldova, Republic of","1996","Not applicable","45.434778506",""
"Moldova, Republic of","1995","Not applicable","36.787224719",""
"Moldova, Republic of","1994","Not applicable","28.324816898",""
"Moldova, Republic of","1993","Not applicable","4.8255371435",""
"Moldova, Republic of","1992","Not applicable","0.2815980005",""
"Moldova, Republic of","1991","Not applicable","0.0209678332",""
"Mongolia","2007","Ulan Bator","157.7302404","4"
"Mongolia","2005","Ulan Bator","137.60317819",""
"Mongolia","2004","Ulan Bator","122.09803621",""
"Mongolia","2003","Ulan Bator","112.78900275",""
"Mongolia","2002","Ulan Bator","107.27694461",""
"Mongolia","2001","Ulan Bator","106.29548102","4"
"Mongolia","2000","Ulan Bator","100",""
"Mongolia","1999","Ulan Bator","89.62575053",""
"Mongolia","1998","Ulan Bator","83.319037515",""
"Mongolia","1997","Ulan Bator","76.181662227",""
"Mongolia","1996","Ulan Bator","55.78529186",""
"Montserrat","1987","Not applicable","100","104"
"Montserrat","1986","Not applicable","96.419650291","104"
"Montserrat","1985","Not applicable","93.588676103","104"
"Montserrat","1984","Not applicable","91.090757702","104"
"Montserrat","1983","Not applicable","86.344712739","4,104"
"Montserrat","1982","Not applicable","82.465313559","104"
"Montserrat","1981","Not applicable","75.09727867","104"
"Montserrat","1980","Not applicable","70.125143239","104"
"Montserrat","1979","Not applicable","54.023668395","104"
"Montserrat","1978","Not applicable","46.552584068","104"
"Montserrat","1977","Not applicable","42.533655947","104"
"Montserrat","1976","Not applicable","36.196115448","104"
"Montserrat","1975","Not applicable","33.362255876","104"
"Montserrat","1974","Not applicable","25.76235975","104,105"
"Morocco","2008","Not applicable","117.43165925","70"
"Morocco","2007","Not applicable","113.03242212","70"
"Morocco","2006","Not applicable","110.80737444","70"
"Morocco","2005","Not applicable","107.24729816","70"
"Morocco","2004","Not applicable","106.2301335","70"
"Morocco","2003","Not applicable","104.64081373","70"
"Morocco","2002","Not applicable","103.43293071","70"
"Morocco","2001","Not applicable","100.63572791","70"
"Morocco","2000","Not applicable","100","70"
"Morocco","1999","Not applicable","98.156389065","70"
"Morocco","1998","Not applicable","97.457088366","70"
"Morocco","1997","Not applicable","94.850603942","70"
"Morocco","1996","Not applicable","93.897012079","70"
"Morocco","1995","Not applicable","91.163382072","70"
"Morocco","1994","Not applicable","85.886840432","70"
"Morocco","1993","Not applicable","81.691036236","70"
"Morocco","1992","Not applicable","77.685950413","70"
"Morocco","1991","Not applicable","73.490146217","70"
"Morocco","1990","Not applicable","68.022886205","13,70"
"Morocco","1989","Not applicable","93.703967688","70"
"Morocco","1988","Not applicable","90.852934189","70"
"Morocco","1987","Not applicable","88.809693514","70"
"Morocco","1986","Not applicable","86.433832264","70"
"Morocco","1985","Not applicable","79.496317415","70"
"Morocco","1984","Not applicable","73.770491803","70"
"Morocco","1983","Not applicable","65.597529104","70"
"Morocco","1982","Not applicable","61.772392492","70"
"Morocco","1981","Not applicable","55.904015206","70"
"Morocco","1980","Not applicable","49.679258731","70"
"Morocco","1979","Not applicable","45.426467094","70"
"Morocco","1978","Not applicable","41.910192445","70"
"Morocco","1977","Not applicable","38.203848895","70"
"Morocco","1976","Not applicable","33.951057258","70"
"Morocco","1975","Not applicable","31.266334046","70"
"Morocco","1974","Not applicable","28.985507246","70"
"Mozambique","2008","Not applicable","246.50384744",""
"Mozambique","2007","Not applicable","214.92137839",""
"Mozambique","2006","Not applicable","196.8551355",""
"Mozambique","2005","Not applicable","173.31883573",""
"Mozambique","2004","Not applicable","162.02743392",""
"Mozambique","2003","Not applicable","145.41652727",""
"Mozambique","2002","Not applicable","130.42823687",""
"Mozambique","2002","Maputo","127.3569529","106"
"Mozambique","2001","Maputo","109.06751308","106"
"Mozambique","2001","Not applicable","111.20776179",""
"Mozambique","2000","Not applicable","100",""
"Mozambique","2000","Maputo","100","106"
"Mozambique","1999","Maputo","88.727803037","106"
"Mozambique","1999","Not applicable","91.602542656",""
"Mozambique","1998","Not applicable","91.017062563",""
"Mozambique","1998","Maputo","86.248605988","106"
"Mozambique","1997","Maputo","84.978982586","106"
"Mozambique","1997","Not applicable","91.803278689",""
"Mozambique","1996","Not applicable","83.991301439",""
"Mozambique","1996","Maputo","79.154156301","106"
"Mozambique","1995","Maputo","53.307025821","106"
"Mozambique","1994","Maputo","36.098481599","13,106"
"Mozambique","1986","Maputo","100","106"
"Mozambique","1985","Maputo","85.573770492","106"
"Mozambique","1984","Maputo","66.229508197","106"
"Mozambique","1983","Maputo","50.819672131","106"
"Mozambique","1982","Maputo","39.344262295","106"
"Mozambique","1981","Maputo","33.442622951","106"
"Mozambique","1980","Maputo","32.786885246","106,107"
"Mozambique","1976","Maputo","100","106"
"Mozambique","1975","Maputo","95.652173913","106"
"Mozambique","1974","Maputo","92.608695652","106"
"Mozambique","1973","Maputo","76.086956522","106"
"Mozambique","1972","Maputo","72.173913043","106"
"Mozambique","1971","Maputo","67.391304348","106"
"Mozambique","1970","Maputo","58.260869565","106"
"Mozambique","1969","Maputo","55.652173913","106"
"Myanmar","2008","Not applicable","610.3202847",""
"Myanmar","2007","Not applicable","481.30354554",""
"Myanmar","2006","Not applicable","356.45841571",""
"Myanmar","2005","Not applicable","297.05417161",""
"Myanmar","2004","Not applicable","271.60933175",""
"Myanmar","2003","Not applicable","259.82601819",""
"Myanmar","2002","Not applicable","190.22670357",""
"Myanmar","2001","Not applicable","121.1018848",""
"Myanmar","2000","Not applicable","100",""
"Myanmar","1999","Not applicable","100.11203374",""
"Myanmar","1999","Yangon","893.44413666","1"
"Myanmar","1998","Yangon","754.57063712","1"
"Myanmar","1998","Not applicable","82.55568736",""
"Myanmar","1997","Not applicable","65.902201134",""
"Myanmar","1997","Yangon","498.10710988","1"
"Myanmar","1996","Yangon","384.07202216","1"
"Myanmar","1995","Yangon","330.33240997","1"
"Myanmar","1994","Yangon","263.85041551","1"
"Myanmar","1993","Yangon","212.60387812","1"
"Myanmar","1992","Yangon","161.26500462","1"
"Myanmar","1991","Yangon","132.27146814","1"
"Myanmar","1990","Yangon","100","1"
"Myanmar","1989","Yangon","85.041551247","1"
"Myanmar","1988","Yangon","66.851338873","1"
"Myanmar","1987","Yangon","57.202216066","1"
"Myanmar","1986","Yangon","46.168051708","1,4"
"Myanmar","1985","Yangon","42.275513831","1"
"Myanmar","1984","Yangon","39.563499736","1"
"Myanmar","1983","Yangon","37.74485499","1"
"Myanmar","1982","Yangon","35.734773955","1"
"Myanmar","1981","Yangon","34.299001787","1"
"Myanmar","1980","Yangon","34.203283643","1"
"Myanmar","1979","Yangon","33.852317113","1,4"
"Myanmar","1978","Yangon","32.034605556","1"
"Myanmar","1977","Yangon","34.096772687","1"
"Myanmar","1976","Yangon","35.451520895","1"
"Myanmar","1975","Yangon","28.191600055","1"
"Myanmar","1974","Yangon","21.420590363","1"
"Myanmar","1973","Yangon","16.870165939","1"
"Myanmar","1972","Yangon","13.656735966","1"
"Myanmar","1971","Yangon","12.691204733","1"
"Myanmar","1970","Yangon","12.423532708","1"
"Myanmar","1969","Yangon","12.95204839","1"
"Namibia","2008","Not applicable","141.14206128","108"
"Namibia","2007","Not applicable","127.8551532","108"
"Namibia","2006","Not applicable","119.87000929","108"
"Namibia","2005","Not applicable","114.11327762","108"
"Namibia","2004","Not applicable","111.60631383","108"
"Namibia","2004","Windhoek","135.50617545",""
"Namibia","2003","Windhoek","130.40219571",""
"Namibia","2003","Not applicable","107.14948932","108"
"Namibia","2002","Not applicable","100","108"
"Namibia","2002","Windhoek","121.66156445",""
"Namibia","2001","Windhoek","109.26316901",""
"Namibia","2000","Windhoek","100",""
"Namibia","1999","Windhoek","91.517998522",""
"Namibia","1998","Windhoek","84.292198881",""
"Namibia","1997","Windhoek","79.383511031",""
"Namibia","1996","Windhoek","72.944157078",""
"Namibia","1995","Windhoek","67.507653331",""
"Namibia","1994","Windhoek","61.384988916",""
"Namibia","1993","Windhoek","55.420669271",""
"Namibia","1992","Windhoek","51.039797319",""
"Namibia","1991","Windhoek","43.3864668",""
"Namibia","1990","Windhoek","38.7416869",""
"Namibia","1989","Windhoek","34.624722897",""
"Namibia","1988","Windhoek","30.085506175",""
"Namibia","1987","Windhoek","26.918610789",""
"Namibia","1986","Windhoek","23.751715402",""
"Namibia","1985","Windhoek","21.112635913",""
"Namibia","1984","Windhoek","18.473556424",""
"Namibia","1983","Windhoek","16.89010873",""
"Nepal","2008","Not applicable","156.86217009",""
"Nepal","2007","Not applicable","140.54252199",""
"Nepal","2006","Not applicable","132.62463343",""
"Nepal","2005","Not applicable","123.24046921",""
"Nepal","2004","Not applicable","115.17595308",""
"Nepal","2003","Not applicable","112.02346041",""
"Nepal","2002","Not applicable","105.86510264",""
"Nepal","2001","Not applicable","102.71260997",""
"Nepal","2000","Not applicable","100",""
"Nepal","1999","Not applicable","97.653958944",""
"Nepal","1998","Not applicable","91.348973607",""
"Nepal","1997","Not applicable","81.891495601",""
"Nepal","1996","Not applicable","76.539589443","4"
"Nepal","1995","Not applicable","69.957451594",""
"Nepal","1994","Not applicable","65.020848208",""
"Nepal","1993","Not applicable","60.017533965",""
"Nepal","1992","Not applicable","55.836986953",""
"Nepal","1991","Not applicable","47.653788546",""
"Nepal","1990","Not applicable","41.249546315",""
"Nepal","1989","Not applicable","37.713870917",""
"Nepal","1988","Not applicable","34.378328088",""
"Nepal","1987","Not applicable","31.887789442","4"
"Nepal","1986","Not applicable","28.79628969",""
"Nepal","1985","Not applicable","24.196138059",""
"Nepal","1984","Not applicable","22.398946204",""
"Nepal","1983","Not applicable","21.772402254",""
"Nepal","1982","Not applicable","19.373398446",""
"Nepal","1981","Not applicable","17.337130609",""
"Nepal","1980","Not applicable","15.605890748",""
"Nepal","1979","Not applicable","13.610842908",""
"Nepal","1978","Not applicable","13.140934946",""
"Nepal","1977","Not applicable","12.242339018",""
"Nepal","1976","Not applicable","11.137643107",""
"Nepal","1975","Not applicable","11.500379078",""
"Nepal","1974","Not applicable","10.750175138",""
"Netherlands","2008","Not applicable","119.13616",""
"Netherlands","2007","Not applicable","116.24184","4"
"Netherlands","2006","Not applicable","114.4",""
"Netherlands","2005","Not applicable","113.1",""
"Netherlands","2004","Not applicable","111.2",""
"Netherlands","2003","Not applicable","109.9",""
"Netherlands","2002","Not applicable","107.6",""
"Netherlands","2001","Not applicable","104.2",""
"Netherlands","2000","Not applicable","100","4"
"Netherlands","1999","Not applicable","97.486535009",""
"Netherlands","1998","Not applicable","95.421903052",""
"Netherlands","1997","Not applicable","93.536804309",""
"Netherlands","1996","Not applicable","91.561938959",""
"Netherlands","1995","Not applicable","89.766606822","4"
"Netherlands","1994","Not applicable","88.040325922",""
"Netherlands","1993","Not applicable","85.686306512",""
"Netherlands","1992","Not applicable","83.48922173",""
"Netherlands","1991","Not applicable","80.899800379",""
"Netherlands","1990","Not applicable","78.467313656","4"
"Netherlands","1989","Not applicable","76.575623356",""
"Netherlands","1988","Not applicable","75.743279623",""
"Netherlands","1987","Not applicable","75.213606339",""
"Netherlands","1986","Not applicable","75.743279623",""
"Netherlands","1985","Not applicable","75.667612011","4"
"Netherlands","1984","Not applicable","74.002554534",""
"Netherlands","1983","Not applicable","71.659140307",""
"Netherlands","1982","Not applicable","69.685738853",""
"Netherlands","1981","Not applicable","65.80060474",""
"Netherlands","1980","Not applicable","61.668795445",""
"Netherlands","1979","Not applicable","57.906998923",""
"Netherlands","1978","Not applicable","55.563584696",""
"Netherlands","1977","Not applicable","53.34350806",""
"Netherlands","1976","Not applicable","50.136730697",""
"Netherlands","1975","Not applicable","46.066590198",""
"Netherlands","1974","Not applicable","41.811443312",""
"Netherlands","1973","Not applicable","38.04964679",""
"Netherlands","1972","Not applicable","35.212882199",""
"Netherlands Antilles","2008","Curaçao","124.3952669",""
"Netherlands Antilles","2007","Curaçao","116.40720641","4"
"Netherlands Antilles","2006","Curaçao","112.98932384",""
"Netherlands Antilles","2005","Curaçao","109.43060498",""
"Netherlands Antilles","2004","Curaçao","105.24911032",""
"Netherlands Antilles","2003","Curaçao","103.82562278",""
"Netherlands Antilles","2002","Curaçao","102.13523132",""
"Netherlands Antilles","2001","Curaçao","101.77935943",""
"Netherlands Antilles","2000","Curaçao","100",""
"Netherlands Antilles","1999","Curaçao","94.483985765",""
"Netherlands Antilles","1998","Curaçao","94.128113879",""
"Netherlands Antilles","1997","Curaçao","93.060498221",""
"Netherlands Antilles","1996","Curaçao","90.12455516","4"
"Netherlands Antilles","1995","Curaçao","86.965061552",""
"Netherlands Antilles","1994","Curaçao","84.595441347",""
"Netherlands Antilles","1993","Curaçao","83.094681883",""
"Netherlands Antilles","1992","Curaçao","81.435947739",""
"Netherlands Antilles","1991","Curaçao","80.330124976",""
"Netherlands Antilles","1990","Curaçao","77.249618709",""
"Netherlands Antilles","1989","Curaçao","74.485061802",""
"Netherlands Antilles","1988","Curaçao","71.641517555",""
"Netherlands Antilles","1987","Curaçao","69.903796071",""
"Netherlands Antilles","1986","Curaçao","67.376201185",""
"Netherlands Antilles","1985","Curaçao","66.507340442",""
"Netherlands Antilles","1984","Curaçao","66.191391082",""
"Netherlands Antilles","1983","Curaçao","64.848606298",""
"New Caledonia","2008","Nouméa","115.07115708","109"
"New Caledonia","2007","Nouméa","111.78290462","109"
"New Caledonia","2006","Nouméa","110.6691417","109"
"New Caledonia","2005","Nouméa","107.57535579","109"
"New Caledonia","2004","Nouméa","106.24944754","109"
"New Caledonia","2003","Nouméa","105.36550871","109"
"New Caledonia","2002","Nouméa","104.12799434","109"
"New Caledonia","2001","Nouméa","102.2717228","109"
"New Caledonia","2000","Nouméa","100","109"
"New Caledonia","1999","Nouméa","98.470785822","109"
"New Caledonia","1998","Nouméa","98.293998055","109"
"New Caledonia","1997","Nouméa","97.144877574","109"
"New Caledonia","1996","Nouméa","95.288606028","109"
"New Caledonia","1995","Nouméa","93.962697781","109"
"New Caledonia","1994","Nouméa","92.725183417","109"
"New Caledonia","1993","Nouméa","90.073366923","4,109"
"New Caledonia","1992","Nouméa","87.686732078","109"
"New Caledonia","1991","Nouméa","85.261159635","109"
"New Caledonia","1990","Nouméa","82.28029891","109"
"New Caledonia","1989","Nouméa","80.245258886","109"
"New Caledonia","1988","Nouméa","77.17591816","109"
"New Caledonia","1987","Nouméa","75.23851124","109"
"New Caledonia","1986","Nouméa","74.539824335","109"
"New Caledonia","1985","Nouméa","73.417043632","109"
"New Caledonia","1984","Nouméa","69.603250484","109"
"New Caledonia","1983","Nouméa","64.013755245","109"
"New Caledonia","1982","Nouméa","56.956712402","109"
"New Caledonia","1981","Nouméa","49.692199212","109"
"New Caledonia","1980","Nouméa","43.449782586","109"
"New Caledonia","1979","Nouméa","38.577280459","109"
"New Caledonia","1978","Nouméa","36.279851466","109"
"New Caledonia","1977","Nouméa","33.823768678","109"
"New Caledonia","1976","Nouméa","31.919923139","109"
"New Caledonia","1975","Nouméa","30.174731394","13,109"
"New Caledonia","1973","Nouméa","100","109"
"New Caledonia","1972","Nouméa","94.075102279","109"
"New Caledonia","1971","Nouméa","87.258912916","109"
"New Caledonia","1970","Nouméa","80.669199299","109"
